,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13094,105,,B3,18407 NORTH CONDUIT AVENUE,,11413,2,0,2,"5,125","2,124",1960,1,B3,0,04/10/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13273,37,,B2,166-40 144 AVENUE,,11434,2,0,2,"4,000","1,251",1945,1,B2,0,01/21/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13274,177,,B1,168-07 144TH DRIVE,,11434,2,0,2,"3,750","2,070",1985,1,B1,"1,100,000",05/28/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13275,6,,B2,144-27 175TH STREET,,11434,2,0,2,"3,600","2,330",1988,1,B2,0,08/16/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13279,31,,B3,144-92 167TH STREET,,11434,2,0,2,"4,000","1,992",1930,1,B3,0,10/27/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13284,127,,B3,168-18 144 TERRACE,,11434,2,0,2,"4,085","2,184",1960,1,B3,"1,200,000",03/09/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13286,9,,B2,145-33 167TH STREET,,11434,2,0,2,"3,804","2,544",2025,1,B2,"1,400,000",11/24/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13286,10,,B2,167-04 145 ROAD,,11434,2,0,2,"2,550","1,530",2003,1,B2,0,05/01/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13286,10,,B2,167-04 145 ROAD,,11434,2,0,2,"2,550","1,530",2003,1,B2,0,06/26/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13286,32,,B2,167-27 145 DRIVE,,11434,2,0,2,"3,800","2,400",2003,1,B2,10,09/30/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13286,40,,B2,167-05 145TH DRIVE,,11434,2,0,2,"3,551","2,330",2025,1,B2,"1,339,000",11/03/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13286,210,,B2,16708 145TH ROAD,,11434,2,0,2,"3,133","1,530",2004,1,B2,"586,512",03/27/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13288,54,,B2,144-49 176 STREET,,11434,2,0,2,"4,795","2,070",1995,1,B2,"1,115,400",11/25/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13291,40,,B3,144-75 177TH STREET,,11434,2,0,2,"2,500","1,248",1925,1,B3,"600,000",01/08/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13299,26,,B3,167-40 145TH DRIVE,,11434,2,0,2,"2,755","1,500",1930,1,B3,"650,000",06/23/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13301,227,,B2,167-39 147 AVENUE,,11434,2,0,2,"1,859",600,2005,1,B2,"640,000",06/22/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13303,36,,B3,175-04 145 DRIVE,,11434,2,0,2,"4,000","2,336",1950,1,B3,0,01/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13304,11,,B2,145-81 176 STREET,,11434,2,0,2,"4,000","1,795",1945,1,B2,0,11/18/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13305,26,,B2,146-38 176 STREET,,11434,2,0,2,"3,369","1,020",1960,1,B2,"595,000",06/15/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13310,224,,B2,146-25 177TH STREET,,11434,2,0,2,"4,204","2,150",1940,1,B2,"725,000",04/16/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13312,130,,B2,177-45 MEADOW ROAD,,11434,2,0,2,"4,765","2,208",1999,1,B2,0,04/25/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13312,145,,B2,177-75 MEADOW ROAD,,11434,2,0,2,"3,791","2,208",1999,1,B2,0,08/27/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13313,61,,B3,145-37 GUY R BREWER BLVD,,11434,2,0,2,"3,720","1,449",1945,1,B3,"835,000",07/21/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13319,57,,B2,179-12 145 AVENUE,,11434,2,0,2,"4,000","2,080",1985,1,B2,"1,120,000",04/17/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13324,76,,B2,14446 183 STREET,,11413,2,0,2,"3,286","1,942",1960,1,B2,"850,000",03/11/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13332,131,,S2,145-61 FARMERS BOULEVARD,,11434,2,1,3,"5,850","1,600",1905,1,S2,"680,000",02/11/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13334,57,,B3,145-49 179TH STREET,,11434,2,0,2,"4,225","2,721",1920,1,B3,0,02/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13344,42,,B2,145-76 181 STREET,,11413,2,0,2,"3,366","1,920",2006,1,B2,0,08/14/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13344,46,,B3,145-90 181 STREET,,11413,2,0,2,"6,000","1,920",1935,1,B3,0,06/11/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13347,33,,B2,145-90 183 STREET,,11413,2,0,2,"4,000","2,400",2006,1,B2,0,08/27/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13348,85,,B3,146-14 184 STREET,,11413,2,0,2,"5,175","3,036",1950,1,B3,0,10/25/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13351,12,,B2,146-49 GUY R BREWER BLVD,,11434,2,0,2,"3,740","3,840",1994,1,B2,0,09/23/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13351,16,,B2,14643 GUY R BREWER BOULEVARD,,11434,2,0,2,"3,380","1,920",1994,1,B2,0,10/29/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13351,16,,B2,14643 GUY R BREWER BOULEVARD,,11434,2,0,2,"3,380","1,920",1994,1,B2,0,04/09/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13351,43,,B3,178-36 146 ROAD,,11434,2,0,2,"3,920","2,240",1925,1,B3,0,03/19/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13351,45,,B2,178-40 146 ROAD,,11434,2,0,2,"3,930","1,776",1960,1,B2,0,08/20/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13351,74,,B3,146-38 181ST STREET,,11413,2,0,2,"4,000","1,845",1920,1,B3,"682,000",03/27/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13354,53,,B2,146-86 181 STREET,,11413,2,0,2,"4,024","2,140",2008,1,B2,1,03/20/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13356,29,,B2,146-38 183RD STREET,,11413,2,0,2,"4,000","1,910",1950,1,B2,0,10/11/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,13360,6,,B3,183-05 147TH AVENUE,,11413,2,0,2,"3,390","1,584",1915,1,B3,0,06/08/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,SPRINGFIELD GARDENS,03 THREE FAMILY DWELLINGS,1,13039,7,,C0,181-14 140 AVENUE,,11413,3,0,3,"4,000","1,650",1925,1,C0,0,08/08/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10270,88,,A5,110-04 172 STREET,,11433,1,0,1,"1,440","1,320",1960,1,A5,"745,000",11/07/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10270,96,,A5,110-16 172 STREET,,11433,1,0,1,"1,440","1,320",1960,1,A5,0,02/03/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10271,2,,A2,11034 173RD STREET,,11433,1,0,1,"6,000",988,1950,1,A2,0,08/10/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10271,154,,A5,110-06 173RD STREET,,11433,1,0,1,"1,800","1,224",1950,1,A5,0,03/20/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10272,22,,A5,110-27 173 STREET,,11433,1,0,1,"2,000",800,1945,1,A5,0,09/22/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10272,24,,A5,110-23 173 STREET,,11433,1,0,1,"2,000",800,1945,1,A5,0,05/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10272,60,,A1,110-46 174 STREET,,11433,1,0,1,"2,650","1,424",1930,1,A1,"860,000",08/14/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10273,104,,A5,174-20 110 AVENUE,,11433,1,0,1,"1,908",800,1945,1,A5,"696,000",11/19/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10274,43,,A1,110-01 175 STREET,,11433,1,0,1,"4,000","1,300",1960,1,A1,"810,000",12/17/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10275,14,,A1,110-44 177TH STREET,,11433,1,0,1,"3,000","1,160",1935,1,A1,"755,000",01/16/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10276,38,,A1,11015 177 STREET,,11433,1,0,1,"3,000","1,088",1925,1,A1,0,11/19/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10277,14,,A1,110-17 178 STREET,,11433,1,0,1,"3,000","1,746",1930,1,A1,"720,000",08/13/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10282,70,,A5,172-18 111TH AVE,,11433,1,0,1,"2,000","1,530",1930,1,A5,"570,000",11/12/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10282,125,,A1,111-16 173RD,,11433,1,0,1,"2,800","1,488",1920,1,A1,"595,000",08/06/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10282,235,,A5,172-15 SAYRES AVENUE,,11433,1,0,1,"1,800","1,530",1930,1,A5,0,01/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10283,77,,A1,173-10 111TH AVENUE,,11433,1,0,1,"2,800","1,152",1920,1,A1,0,05/04/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10283,108,,A5,173-17 SAYRES AVENUE,,11433,1,0,1,"1,800","1,544",1930,1,A5,"700,000",02/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10283,210,,A5,17309 SAYRES AVE,,11433,1,0,1,"1,800","1,544",1930,1,A5,0,04/09/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10285,1,,A1,175-02 111TH AVENUE,,11433,1,0,1,"4,000","1,324",1935,1,A1,"899,000",10/21/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10288,38,,A1,173-11 113TH AVE,,11433,1,0,1,"4,000","1,728",1935,1,A1,0,08/07/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10291,21,,A1,112-52 175 PLACE,,11433,1,0,1,"4,000","1,708",1935,1,A1,0,05/13/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10291,43,,A1,11307 175TH STREET,,11433,1,0,1,"5,521","2,238",1935,1,A1,0,08/25/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10292,24,,A1,112-26 176 STREET,,11433,1,0,1,"5,000","2,558",1930,1,A1,"870,000",03/18/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10292,52,,A1,112-71 175 PLACE,,11433,1,0,1,"4,000","1,770",1920,1,A1,0,02/05/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10292,91,,A1,112-01 175 PLACE,,11433,1,0,1,"4,000","1,152",1920,1,A1,"500,000",11/18/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10293,25,,A1,111-53 176 STREET,,11433,1,0,1,"4,560","1,674",1925,1,A1,"600,000",01/27/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10294,8,,A2,177-18 SAYRES AVENUE,,11433,1,0,1,"4,500","1,016",1955,1,A2,"775,000",10/06/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10295,30,,A1,111-54 178TH PL,,11433,1,0,1,"6,297","1,334",1950,1,A1,"785,000",04/30/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10296,54,,A1,11141 178TH PLACE,,11433,1,0,1,"5,000","1,188",1950,1,A1,0,06/06/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10297,39,,A2,111-76 180 STREET,,11433,1,0,1,"4,000","1,537",1940,1,A2,"569,000",02/20/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10299,4,,A1,112-47 176TH STREET,,11433,1,0,1,"5,000","2,004",1915,1,A1,0,10/10/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10299,34,,A2,111-42 177 STREET,,11433,1,0,1,"5,400","2,250",1960,1,A2,0,05/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10300,39,,A1,112-18 178 STREET,,11433,1,0,1,"5,000","2,032",1920,1,A1,10,01/30/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10301,6,,A1,112-45 178TH STREET,,11433,1,0,1,"6,000","2,046",1935,1,A1,"1,160,000",04/07/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10301,19,,A1,112-21 178TH STREET,,11433,1,0,1,"5,000","1,852",1940,1,A1,0,07/28/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10301,24,,A1,112-13 178 STREET,,11433,1,0,1,"5,000","1,664",1940,1,A1,"885,000",04/29/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10302,20,,A2,112-19 178TH PLACE,,11433,1,0,1,"4,100","1,575",1930,1,A2,0,09/30/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10302,33,,A2,112-06 179TH ST,,11433,1,0,1,"6,000","1,680",1960,1,A2,0,10/16/2025
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10303,31,,A2,112-14 180 STREET,,11433,1,0,1,"6,000","1,608",1965,1,A2,"880,000",07/15/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10303,39,,A2,112-28 180 STREET,,11433,1,0,1,"4,000","1,659",1965,1,A2,0,03/19/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10304,145,,A5,113-14 DUNKIRK ST,,11412,1,0,1,"2,516","1,188",1950,1,A5,0,03/24/2026
Queens Rolling Sales. All Sales From August 2025 - July 2026,4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,10304,145,,A5,113-14 DUNKIRK STREET,,11412,1,0,1,"2,516","1,188",1950,1,A5,0,04/16/2026
